0.000000,0.001726,0.024641,0.098239,0.243660,0.472194,0.778565,1.141507,1.534574,1.935679,2.328400,2.700119,3.040994,3.343834,3.604354,3.821398,3.996760,4.134378,4.239092,4.315438,4.366906,4.395729,4.403007,4.388954,4.353163,4.294830,4.212946,4.106458,3.974413,3.816093,3.631138,3.419652,3.182276,2.920199,2.635116,2.329113,2.004538,1.663866,1.309601,0.944214,0.570124,0.189700,-0.194713,-0.580764,-0.966063,-1.348147,-1.724448,-2.092283,-2.448852,-2.791261,-3.116586,-3.421970,-3.704752,-3.962620,-4.193741,-4.396843,-4.571214,-4.716618,-4.833159,-4.921133,-4.980913,-5.012867,-5.017328,-4.994591,-4.944926,-4.868612,-4.765960,-4.637350,-4.483255,-4.304275,-4.101164,-3.874853,-3.626477,-3.357378,-3.069105,-2.763384,-2.442072,-2.107103,-1.760434,-1.404009,-1.039742,-0.669521,-0.295225,0.081256,0.457995,0.833008,1.204230,1.569502,1.926564,2.273058,2.606548,2.924565,3.224681,3.504600,3.762279,3.996036,4.204624,4.387246,4.543504,4.673295
0.000000,-0.001307,-0.018534,-0.072160,-0.172786,-0.320263,-0.501732,-0.696441,-0.884673,-1.051709,-1.186192,-1.278317,-1.319535,-1.303149,-1.225364,-1.086329,-0.890613,-0.646637,-0.365178,-0.057695,0.264802,0.592147,0.914984,1.224607,1.512842,1.772011,1.994991,2.175357,2.307610,2.387449,2.412075,2.380437,2.293358,2.153482,1.965027,1.733402,1.464780,1.165743,0.843039,0.503463,0.153825,-0.199040,-0.548255,-0.886895,-1.208010,-1.504680,-1.770107,-1.997760,-2.181569,-2.316182,-2.397275,-2.421886,-2.388719,-2.298361,-2.153318,-1.957852,-1.717633,-1.439292,-1.129996,-0.797127,-0.448099,-0.090282,0.269012,0.622515,0.963007,1.283338,1.576500,1.835733,2.054698,2.227689,2.349905,2.417741,2.429075,2.383480,2.282314,2.128633,1.926952,1.682880,1.402751,1.093311,0.761506,0.414369,0.058975,-0.297565,-0.648110,-0.985505,-1.302612,-1.592388,-1.847993,-2.062955,-2.231395,-2.348308,-2.409891,-2.413869,-2.359769,-2.249053,-2.085061,-1.872748,-1.618268,-1.328535
1.200000,1.199856,1.194847,1.175068,1.141017,1.105039,1.081431,1.075289,1.080647,1.088595,1.093235,1.091937,1.084354,1.071903,1.057364,1.044171,1.035361,1.032564,1.035643,1.043165,1.053226,1.064062,1.074290,1.082898,1.089192,1.092745,1.093387,1.091218,1.086623,1.080273,1.073082,1.066106,1.060389,1.056792,1.055849,1.057712,1.062187,1.068836,1.077092,1.086345,1.095997,1.105478,1.114247,1.121798,1.127661,1.131424,1.132761,1.131477,1.127554,1.121207,1.112914,1.103416,1.093658,1.084667,1.077388,1.072511,1.070365,1.070903,1.073774,1.078434,1.084257,1.090611,1.096894,1.102554,1.107099,1.110108,1.111252,1.110327,1.107294,1.102317,1.095791,1.088342,1.080781,1.074003,1.068856,1.065990,1.065759,1.068191,1.073027,1.079811,1.087983,1.096948,1.106111,1.114902,1.122774,1.129219,1.133776,1.136063,1.135809,1.132904,1.127450,1.119805,1.110600,1.100707,1.091145,1.082925,1.076874,1.073491,1.072893,1.074845
0.000000,0.068719,0.436689,1.055406,1.856200,2.701063,3.397415,3.825568,4.002562,3.992793,3.841616,3.578816,3.230071,2.822751,2.387569,1.956265,1.555799,1.202018,0.897250,0.633507,0.398328,0.179351,-0.033568,-0.247901,-0.468670,-0.698827,-0.939591,-1.190671,-1.450391,-1.715769,-1.982634,-2.245880,-2.499929,-2.739368,-2.959612,-3.157370,-3.330765,-3.479112,-3.602520,-3.701480,-3.776541,-3.828095,-3.856254,-3.860792,-3.841133,-3.796387,-3.725426,-3.627027,-3.500080,-3.343889,-3.158538,-2.945284,-2.706846,-2.447444,-2.172444,-1.887641,-1.598367,-1.308762,-1.021462,-0.737714,-0.457781,-0.181391,0.091881,0.362367,0.630163,0.895079,1.156615,1.413970,1.666046,1.911450,2.148513,2.375311,2.589750,2.789696,2.973180,3.138611,3.284943,3.411704,3.518893,3.606773,3.675659,3.725757,3.757067,3.769353,3.762137,3.734724,3.686236,3.615675,3.522010,3.404319,3.261992,3.094986,2.904116,2.691297,2.459631,2.213212,1.956632,1.694281,1.429694,1.165193
0.000000,-0.052067,-0.325455,-0.754459,-1.247830,-1.676827,-1.918954,-1.942452,-1.795981,-1.525178,-1.150161,-0.682363,-0.136049,0.465503,1.087405,1.685800,2.216772,2.647912,2.964786,3.168050,3.265505,3.265867,3.176374,3.002734,2.749875,2.422847,2.027715,1.572413,1.067456,0.526358,-0.034479,-0.596607,-1.141109,-1.650613,-2.111093,-2.512812,-2.850135,-3.120481,-3.323014,-3.457557,-3.523962,-3.521890,-3.450864,-3.310478,-3.100686,-2.822164,-2.476734,-2.067893,-1.601395,-1.085845,-0.533137,0.041482,0.619993,1.182958,1.711531,2.189576,2.605178,2.951018,3.223626,3.422048,3.546546,3.597708,3.576056,3.482011,3.316102,3.079305,2.773469,2.401811,1.969460,1.483994,0.955864,0.398517,-0.171958,-0.737824,-1.281271,-1.786204,-2.239724,-2.632785,-2.959918,-3.218306,-3.406702,-3.524563,-3.571550,-3.547344,-3.451683,-3.284546,-3.046425,-2.738694,-2.364084,-1.927246,-1.435366,-0.898724,-0.330990,0.250993,0.828172,1.381012,1.891653,2.345808,2.733732,3.049989
0.000000,-0.008612,-0.120184,-0.294114,-0.384191,-0.314768,-0.133315,0.024592,0.084627,0.068706,0.015162,-0.050138,-0.108246,-0.143563,-0.145487,-0.112720,-0.055643,0.007645,0.060454,0.094366,0.109033,0.107981,0.095285,0.074388,0.048128,0.019075,-0.010161,-0.036783,-0.057875,-0.070711,-0.073295,-0.064967,-0.046827,-0.021654,0.006746,0.034538,0.058725,0.077519,0.090201,0.096729,0.097362,0.092423,0.082231,0.067135,0.047612,0.024388,-0.001439,-0.028292,-0.054074,-0.076238,-0.092054,-0.099087,-0.095844,-0.082378,-0.060544,-0.033672,-0.005699,0.019838,0.040477,0.054963,0.062979,0.064744,0.060720,0.051466,0.037640,0.020068,-0.000148,-0.021541,-0.042231,-0.059982,-0.072406,-0.077351,-0.073409,-0.060428,-0.039759,-0.014067,0.013305,0.039158,0.061068,0.077600,0.088155,0.092658,0.091277,0.084275,0.071973,0.054803,0.033404,0.008734,-0.017815,-0.044339,-0.068436,-0.087377,-0.098489,-0.099750,-0.090457,-0.071680,-0.046206,-0.017873,0.009456,0.032766
0.000000,0.040189,0.097600,0.114360,0.102207,0.071554,0.031082,-0.011707,-0.051256,-0.084781,-0.111422,-0.130807,-0.142524,-0.146260,-0.142063,-0.130554,-0.113004,-0.091180,-0.066998,-0.042110,-0.017659,0.005704,0.027645,0.047950,0.066403,0.082737,0.096628,0.107729,0.115712,0.120331,0.121471,0.119191,0.113737,0.105515,0.095025,0.082778,0.069218,0.054668,0.039336,0.023345,0.006789,-0.010215,-0.027485,-0.044759,-0.061685,-0.077826,-0.092683,-0.105716,-0.116378,-0.124170,-0.128683,-0.129658,-0.127034,-0.120964,-0.111806,-0.100071,-0.086333,-0.071139,-0.054939,-0.038055,-0.020704,-0.003044,0.014769,0.032540,0.050001,0.066806,0.082537,0.096723,0.108870,0.118499,0.125195,0.128655,0.128734,0.125467,0.119074,0.109924,0.098472,0.085186,0.070480,0.054677,0.038012,0.020662,0.002790,-0.015414,-0.033703,-0.051758,-0.069181,-0.085505,-0.100212,-0.112758,-0.122619,-0.129334,-0.132563,-0.132139,-0.128101,-0.120706,-0.110390,-0.097704,-0.083216,-0.067434
0.000000,0.053042,0.134254,0.170502,0.172778,0.150666,0.112422,0.066738,0.022178,-0.015471,-0.044201,-0.064247,-0.076528,-0.082136,-0.082317,-0.078537,-0.072464,-0.065816,-0.060083,-0.056257,-0.054716,-0.055307,-0.057553,-0.060859,-0.064637,-0.068378,-0.071662,-0.074162,-0.075636,-0.075917,-0.074918,-0.072624,-0.069097,-0.064468,-0.058919,-0.052660,-0.045902,-0.038826,-0.031572,-0.024227,-0.016834,-0.009408,-0.001946,0.005552,0.013071,0.020575,0.027995,0.035233,0.042158,0.048615,0.054438,0.059467,0.063572,0.066680,0.068794,0.070004,0.070476,0.070418,0.070043,0.069529,0.068993,0.068487,0.068002,0.067493,0.066887,0.066110,0.065088,0.063758,0.062072,0.059995,0.057513,0.054624,0.051345,0.047707,0.043754,0.039538,0.035112,0.030522,0.025799,0.020958,0.015998,0.010908,0.005673,0.000283,-0.005258,-0.010933,-0.016703,-0.022507,-0.028263,-0.033866,-0.039197,-0.044128,-0.048535,-0.052318,-0.055413,-0.057818,-0.059590,-0.060847,-0.061746,-0.062445
0.000000,0.000000,0.000739,0.003587,0.008570,0.014997,0.021986,0.028758,0.034680,0.039280,0.042363,0.044065,0.044740,0.044827,0.044759,0.044889,0.045445,0.046502,0.047988,0.049729,0.051512,0.053149,0.054517,0.055560,0.056270,0.056671,0.056794,0.056674,0.056341,0.055823,0.055145,0.054335,0.053421,0.052429,0.051381,0.050290,0.049161,0.047994,0.046790,0.045551,0.044284,0.042997,0.041696,0.040385,0.039062,0.037719,0.036340,0.034908,0.033401,0.031798,0.030080,0.028237,0.026265,0.024167,0.021954,0.019641,0.017243,0.014776,0.012255,0.009695,0.007115,0.004535,0.001978,-0.000527,-0.002951,-0.005256,-0.007405,-0.009358,-0.011080,-0.012538,-0.013713,-0.014598,-0.015201,-0.015548,-0.015674,-0.015624,-0.015440,-0.015163,-0.014823,-0.014445,-0.014044,-0.013630,-0.013210,-0.012785,-0.012353,-0.011907,-0.011437,-0.010927,-0.010355,-0.009700,-0.008936,-0.008038,-0.006987,-0.005769,-0.004379,-0.002819,-0.001102,0.000754,0.002725,0.004787
0.000000,3.209196,1.315470,-0.043351,-0.954929,-1.536288,-1.815538,-1.802384,-1.586893,-1.294508,-0.984254,-0.663389,-0.332609,0.000182,0.318070,0.596972,0.811734,0.946178,1.001606,0.995995,0.953395,0.892759,0.823873,0.749281,0.667746,0.576919,0.474963,0.361493,0.238071,0.108344,-0.022212,-0.147024,-0.259623,-0.355118,-0.431441,-0.489785,-0.533892,-0.568448,-0.597344,-0.622537,-0.643776,-0.659013,-0.665098,-0.658488,-0.635809,-0.594292,-0.532123,-0.448756,-0.345204,-0.224284,-0.090738,0.048893,0.186786,0.314839,0.426083,0.516151,0.584197,0.632715,0.666215,0.689333,0.705260,0.715013,0.717573,0.710528,0.690846,0.655565,0.602341,0.529876,0.438256,0.329209,0.206240,0.074568,-0.059247,-0.188074,-0.305329,-0.406234,-0.488749,-0.553730,-0.604144,-0.643646,-0.675167,-0.700036,-0.717807,-0.726596,-0.723643,-0.705890,-0.670482,-0.615186,-0.538776,-0.441384,-0.324816,-0.192780,-0.050922,0.093462,0.232178,0.357375,0.463064,0.546414,0.608181,0.651931
